Categoria,Nombre_Producto,Descripcion,Precio_Mayorista,Tamano_Bulto,URL_Imagen,Precio_Minorista,Stock
Golosinas,Caramelos Menthoplus x 1 unid – Miel,Caramelos Menthoplus x 1 unid – Miel,630.00,144,https://davelcor.com.ar/wp-content/uploads/Caramelos-Menthoplus-x-1-unid-Miel-1-240x240.jpg,,100
Golosinas,Caramelos Menthoplus x 1 Unid. – Cherry,Caramelos Menthoplus x 1 Unid. – Cherry,630.00,144,https://davelcor.com.ar/wp-content/uploads/Caramelos-Menthoplus-x-1-Unid.-Cherry-240x240.jpg,,100
Golosinas,Caramelos Menthoplus x 1 Unid. – Strong,Caramelos Menthoplus x 1 Unid. – Strong,630.00,144,https://davelcor.com.ar/wp-content/uploads/Caramelos-Menthoplus-x-1-Unid.-Strong-240x240.jpg,,100
Golosinas,Caramelos Misky Toffees x 680 gr.,Caramelos Misky Toffees x 680 gr.,6350.00,8,https://davelcor.com.ar/wp-content/uploads/Caramelos-Misky-Toffees-x-680-gr.-Dulce-de-leche-240x240.jpg,,100
Snacks,Cascarones Cops x 400 gr.,Cascarones Cops x 400 gr.,3890.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Cascarones-Cops-x-400-gr-240x240.jpg,,100
Accesorios de Limpieza,Cesto de residuos 12lt DEA x 1 Unid.,Cesto de residuos 12lt DEA x 1 Unid.,2790.00,12,https://davelcor.com.ar/wp-content/uploads/Cesto-de-residuos-12lt-DEA-x-1-Unid-240x240.jpg,,100
Bebidas con alcohol,Champan Bodega Privada Extra brut x 750 cc.,Champan Bodega Privada Extra brut x 750 cc.,8990.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Champan-Bodega-Priv.-x-750.-cc-240x240.jpg,,100
Bebidas con alcohol,Champan Callia Extra brut x 750 cc.,Champan Callia Extra brut x 750 cc.,4980.00,6,https://davelcor.com.ar/wp-content/uploads/Champan-Callia-Extra-brut-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Champan Mumm lata x 269 cc.,Champan Mumm lata x 269 cc.,2580.00,24,https://davelcor.com.ar/wp-content/uploads/Champan-Mumm-lata-x-269-cc-240x240.jpg,,100
Bebidas con alcohol,Champan Renaissance Extra brut x 750 cc.,Champan Renaissance Extra brut x 750 cc.,3500.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Champan-Extrabrut-Dulce-Renaissance-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Champan Ricordi x 750 cc.,Champan Ricordi x 750 cc.,8990.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Champan-Ricordi-x-750-cc-240x240.jpg,,100
Enlatados,Champiñones Laminados Inalpa x 300 gr.,Champiñones Laminados Inalpa x 300 gr.,2250.00,24,https://davelcor.com.ar/wp-content/uploads/Champinones-Laminados-Inalpa-x-300-gr-240x240.jpg,,100
Golosinas,Chicle Bubbaloo x 60 Unid – Tutti Frutti,Chicle Bubbaloo x 60 Unid – Tutti Frutti,5800.00,32,https://davelcor.com.ar/wp-content/uploads/Chicle-Bubbaloo-x-60-Unid-Tutti-Frutti-240x240.jpg,,100
Golosinas,Chicle Fierita Mini Tutty x 30 gr.,Chicle Fierita Mini Tutty x 30 gr.,420.00,144,https://davelcor.com.ar/wp-content/uploads/Chicle-Fierita-Mini-Tutty-x-30-gr-240x240.jpg,,100
Golosinas,Chicle Fierita Recargado Menta x 50 Unid.,Chicle Fierita Recargado Menta x 50 Unid.,3390.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Chicle-Fierita-Recargado-Menta-x-50-Unid-240x240.jpg,,100
Golosinas,Chicle Fierita Recargado Tutty x 50 Unid.,Chicle Fierita Recargado Tutty x 50 Unid.,3390.00,18,https://davelcor.com.ar/wp-content/uploads/Chicle-Fierita-Recargado-Tutty-x-50-Unid-240x240.jpg,,100
Golosinas,Chicles Top Line 7 x 1 Unid. – Menta,Chicles Top Line 7 x 1 Unid. – Menta,830.00,320,https://davelcor.com.ar/wp-content/uploads/Chicles-Top-Line-7-x-1-Unid.-Menta-240x240.jpg,,100
Golosinas,Chicles Top Line 7 x 1 Unid. – Sandia Mania,Chicles Top Line 7 x 1 Unid. – Sandia Mania,830.00,576,https://davelcor.com.ar/wp-content/uploads/Chicles-Top-Line-7-x-1-Unid.-Sandia-Mania-240x240.jpg,,100
Golosinas,Chicles Top Line x 1 Unid. – Fruta,Chicles Top Line x 1 Unid. – Fruta,430.00,480,https://davelcor.com.ar/wp-content/uploads/Chicles-Top-Line-x-1-Unid.-Fruta-240x240.jpg,,100
Golosinas,Chicles Top Line x 1 Unid. – Menta,Chicles Top Line x 1 Unid. – Menta,430.00,600,https://davelcor.com.ar/wp-content/uploads/Chicles-Top-Line-x-1-Unid.-Menta-240x240.jpg,,100
Aderezos y Condimentos Velez,Chimichurri Velez x 25 gr.,Chimichurri Velez x 25 gr.,590.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Chimichurri-Velez-x-25-gr-240x240.jpg,,100
Snacks,Chizitos Cops x 700 gr.,Chizitos Cops x 700 gr.,3250.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Chizitos-Cops-x-700-gr-240x240.jpg,,100
Snacks,Chizitos mega queso Quento x 110 gr.,Chizitos mega queso Quento x 110 gr.,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Chizitos-Quento-x-110-gr-240x240.jpg,,100
Enlatados,Choclo Inalpa Crema A. x 300 gr.,Choclo Inalpa Crema A. x 300 gr.,690.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/choclo-crema-Amarillo-Inalpa-x-350-gr-240x240.jpg,,100
Enlatados,Choclo Inalpa en Grano x 300 gr.,Choclo Inalpa en Grano x 300 gr.,1200.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Choclo-en-grano-Inalpa-x-350-gr-240x240.jpg,,100
Golosinas,Chocolate Celofan Misky x 25 gr. – Blanco,Chocolate Celofan Misky x 25 gr. – Blanco,890.00,360,https://davelcor.com.ar/wp-content/uploads/Chocolate-Celofan-Misky-x-25-gr.-Blanco-240x240.jpg,,100
Golosinas,Chocolate Celofan Misky x 25 gr. – Negro,Chocolate Celofan Misky x 25 gr. – Negro,890.00,360,https://davelcor.com.ar/wp-content/uploads/1000104735-240x240.jpg,,100
Golosinas,Chocolate Cofler Block x 38 gr.,Chocolate Cofler Block x 38 gr.,1380.00,160,https://davelcor.com.ar/wp-content/uploads/2021/07/Chocolate-Cofler-Block-x-38-gr--240x240.jpg,,100
Golosinas,Chocolate Hamlet x 43 gr. – Almendra y Mani,Chocolate Hamlet x 43 gr. – Almendra y Mani,825.00,168,https://davelcor.com.ar/wp-content/uploads/Chocolate-Hamlet-x-43-gr.-Almendra-y-Mani-240x240.jpg,,100
Golosinas,Chocolate Hamlet x 43 gr. – Blanco y Cookies,Chocolate Hamlet x 43 gr. – Blanco y Cookies,825.00,168,https://davelcor.com.ar/wp-content/uploads/Chocolate-Hamlet-x-43-gr.-Blanco-240x240.jpg,,100
Golosinas,Chocolate Hamlet x 43 gr. – Chocolataso,Chocolate Hamlet x 43 gr. – Chocolataso,825.00,168,https://davelcor.com.ar/wp-content/uploads/Chocolate-Hamlet-x-43-gr.-Chocolataso-240x240.jpg,,100
Golosinas,Chocolate Hamlet x 43 gr. – Frutilla,Chocolate Hamlet x 43 gr. – Frutilla,825.00,168,https://davelcor.com.ar/wp-content/uploads/Chocolate-Hamlet-x-43-gr.-Frutilla-240x240.jpg,,100
Golosinas,Chocolate Hamlet x 43 gr. – Leche y Cookies,Chocolate Hamlet x 43 gr. – Leche y Cookies,825.00,168,https://davelcor.com.ar/wp-content/uploads/Chocolate-Hamlet-x-43-gr.-con-cookies-240x240.jpg,,100
Golosinas,Chocolate p/taza Alteza x 90 gr.,Chocolate p/taza Alteza x 90 gr.,1690.00,50,https://davelcor.com.ar/wp-content/uploads/2021/11/Chocolate-para-taza-Alteza-x-90-gr-240x240.jpg,,100
Golosinas,Chocolate Sapito relleno x 1 Unid.,Chocolate Sapito relleno x 1 Unid.,260.00,192,https://davelcor.com.ar/wp-content/uploads/Chocolate-Sapito-relleno-x-1-Unid-240x240.jpg,,100
Golosinas,Chocolatin Misky x 8 gr. – Blanco,Chocolatin Misky x 8 gr. – Blanco,330.00,800,https://davelcor.com.ar/wp-content/uploads/Chocolatin-Misky-x-8-gr.-Blanco-240x240.jpg,,100
Golosinas,Chocolatin Misky x 8 gr. – Negro,Chocolatin Misky x 8 gr. – Negro,330.00,800,https://davelcor.com.ar/wp-content/uploads/Chocolatin-Misky-x-8-gr.-Negro-240x240.jpg,,100
Golosinas,Chupetin Baby Doll x 4 Unid.,Chupetin Baby Doll x 4 Unid.,620.00,288,https://davelcor.com.ar/wp-content/uploads/Chupetin-Baby-Doll-x-4-Unid-240x240.jpg,,100
Golosinas,Chupetin Bola Loca x 24 Unid. – Max (pote),Chupetin Bola Loca x 24 Unid. – Max (pote),3490.00,12,https://davelcor.com.ar/wp-content/uploads/Chupetin-Bola-Loca-x-24-Unid.-Max-pote-240x240.jpg,,100
Golosinas,Chupetin Bull Dog Crazy x 1 Unid.,Chupetin Bull Dog Crazy x 1 Unid.,620.00,120,https://davelcor.com.ar/wp-content/uploads/Chupetin-Bull-Dog-Crazy-x-1-Unid-240x240.jpg,,100
Golosinas,Chupetin Cebollitas x 40 Unid,Chupetin Cebollitas x 40 Unid,1780.00,24,https://davelcor.com.ar/wp-content/uploads/Chupetin-Cebollitas-x-40-Unid-240x240.jpg,,100
Golosinas,Chupetin Fierita tatto x 1 Unid. – Tutty,Chupetin Fierita tatto x 1 Unid. – Tutty,140.00,600,https://davelcor.com.ar/wp-content/uploads/Chupetin-Fierita-tatto-x-1-Unid.-Tutty-240x240.jpg,,100
Golosinas,Chupetin marengo doblete x 50 Unid.,Chupetin marengo doblete x 50 Unid.,2350.00,15,https://davelcor.com.ar/wp-content/uploads/Chupetin-marengo-doblete-x-50-Unid-240x240.jpg,,100
Golosinas,Chupetin Mister Pops Evolution x 24 unid.- AZUL,Chupetin Mister Pops Evolution x 24 unid.- AZUL,5200.00,12,https://davelcor.com.ar/wp-content/uploads/Chupetin-Mister-Pops-Evolution-x-24-unid.-AZUL-240x240.jpg,,100
Golosinas,Chupetin Mister Pops Evolution x 24 unid.- ROJO,Chupetin Mister Pops Evolution x 24 unid.- ROJO,5200.00,12,https://davelcor.com.ar/wp-content/uploads/Chupetin-Mister-Pops-Evolution-x-24-unid--240x240.jpg,,100
Golosinas,Chupetin Pelotitas x 50 Unid. – Duo,Chupetin Pelotitas x 50 Unid. – Duo,2820.00,12,https://davelcor.com.ar/wp-content/uploads/Chupetin-Pelotitas-x-50-Unid.-Duo-240x240.jpg,,100
Golosinas,Chupetin Pico Dulce pote x 48 Unid.,Chupetin Pico Dulce pote x 48 Unid.,9500.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Chupetin-Pico-Dulce-estuche-x-48-Unid-240x240.jpg,,100
Golosinas,Chupetin Pito Pito x 24 Unid,Chupetin Pito Pito x 24 Unid,3300.00,12,https://davelcor.com.ar/wp-content/uploads/Chupetin-Pito-Pito-x-24-Unid-240x240.jpg,,100
Golosinas,Chupetin Push Pop x 1 Unid.,Chupetin Push Pop x 1 Unid.,420.00,400,https://davelcor.com.ar/wp-content/uploads/Chupetin-Push-Pop-x-1-Unid-240x240.jpg,,100
Golosinas,Chupetin Relleno Show Pop x 24 Unid. – Cereza,Chupetin Relleno Show Pop x 24 Unid. – Cereza,3530.00,18,https://davelcor.com.ar/wp-content/uploads/Chupetin-Relleno-Show-Pop-x-24-Unid.-Cereza-240x240.jpg,,100
Golosinas,Chupetin Relleno Show Pop x 24 Unid. – Uva,Chupetin Relleno Show Pop x 24 Unid. – Uva,3530.00,18,https://davelcor.com.ar/wp-content/uploads/Chupetin-Relleno-Show-Pop-x-24-Unid.-Uva-240x240.jpg,,100
Golosinas,Chupetin Ring Pop x 1 Unid,Chupetin Ring Pop x 1 Unid,330.00,432,https://davelcor.com.ar/wp-content/uploads/Chupetin-Ring-Pop-x-1-Unid.-Cereza-240x240.jpg,,100
Golosinas,Chupetin Spring Pop x 1 Unid.,Chupetin Spring Pop x 1 Unid.,275.00,648,https://davelcor.com.ar/wp-content/uploads/Chupetin-Spring-Pop-x-1-Unid-240x240.jpg,,100
Limpieza y Desinfección,Cif crema Original x 375 gr.,Cif crema Original x 375 gr.,2050.00,12,https://davelcor.com.ar/wp-content/uploads/2021/11/Cif-crema-Original-x-375-gr-240x240.jpg,,100
Librería y Cotillon,Cinta Transparente Candela 48mm x 40 mt.,Cinta Transparente Candela 48mm x 40 mt.,0.00,36,https://davelcor.com.ar/wp-content/uploads/Cinta-Transparente-Candela-48mm-x-40-mt-240x240.jpg,,100
Aderezos y Condimentos Velez,Clavo de olor entero Velez x 25 gr.,Clavo de olor entero Velez x 25 gr.,1650.00,10,https://davelcor.com.ar/wp-content/uploads/Clavo-de-olor-entero-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Coco rallado Velez x 25 gr.,Coco rallado Velez x 25 gr.,580.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Coco-rallado-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Comino Molido Velez x 25 gr.,Comino Molido Velez x 25 gr.,610.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Comino-Molido-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Condimento p/Arroz Velez x 25 gr.,Condimento p/Arroz Velez x 25 gr.,550.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Condimento-para-Arroz-Velez-x-25-gr-240x240.jpg,,100
Aderezos y Condimentos Velez,Condimento p/Pizza Velez x 25 gr.,Condimento p/Pizza Velez x 25 gr.,500.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Condimento-para-Pizza-Velez-x-25-gr-240x240.jpg,,100
Snacks,Conitos Cops x 600 gr.,Conitos Cops x 600 gr.,7400.00,10,https://davelcor.com.ar/wp-content/uploads/Conitos-Cops-x-600-gr-240x240.jpg,,100
Snacks,Conos Quento x 80 gr.,Conos Quento x 80 gr.,1890.00,24,https://davelcor.com.ar/wp-content/uploads/Conos-Quento-x-80-gr-240x240.jpg,,100
Bazar y Hogar,Copon Gourmet Flint x 450 cc.,Copon Gourmet Flint x 450 cc.,2390.00,36,https://davelcor.com.ar/wp-content/uploads/Copon-Gourmet-x-450-cc-copia-240x240.jpg,,100
Legumbres / Cereales,Copos azucarados Marcilli x 4 Kg.,Copos azucarados Marcilli x 4 Kg.,13500.00,100,https://davelcor.com.ar/wp-content/uploads/Copos-azucarados-Marcilli-x-4-Kg-240x240.jpg,,100
Legumbres / Cereales,Copos naturales Marcilli x 3 kg.,Copos naturales Marcilli x 3 kg.,8650.00,100,https://davelcor.com.ar/wp-content/uploads/Copos-naturales-Marcilli-x-3-kg-240x240.jpg,,100
Golosinas,Cubanito relleno Smack x 25 gr.,Cubanito relleno Smack x 25 gr.,260.00,48,https://davelcor.com.ar/wp-content/uploads/Cubanito-relleno-Smack-x-25-gr--240x240.jpg,,100
Higiene Personal,Curitas Bandage x 100 Unid.,Curitas Bandage x 100 Unid.,4060.00,20000,https://davelcor.com.ar/wp-content/uploads/Curitas-Bandage-x-100-Unid-240x240.jpg,,100
Higiene Personal,Dentifrico Colgate Triple Accion x 90 gr.,Dentifrico Colgate Triple Accion x 90 gr.,2150.00,144,https://davelcor.com.ar/wp-content/uploads/Dentifrico-Colgate-Triple-Accion-x-90-gr-240x240.jpg,,100
Higiene Personal,Desodorante aerosol Rexona Odorono x 87 gr.,Desodorante aerosol Rexona Odorono x 87 gr.,3250.00,12,https://davelcor.com.ar/wp-content/uploads/Desodorante-aerosol-Rexona-Odorono-x-87-gr-1-240x240.jpg,,100
Higiene Personal,Desodorante Axe Men x 90 gr.,Desodorante Axe Men x 90 gr.,3685.00,12,https://davelcor.com.ar/wp-content/uploads/Desodorante-Axe-Men-x-90-gr-1-240x240.jpg,,100
Higiene Personal,Desodorante Crema Rexona Odorono x 60 gr.,Desodorante Crema Rexona Odorono x 60 gr.,2550.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Desodorante-Crema-Rexona-Odorono-x-60-gr-240x240.jpg,,100
Higiene Personal,Desodorante Rexona Women x 90 gr.,Desodorante Rexona Women x 90 gr.,3950.00,12,https://davelcor.com.ar/wp-content/uploads/Desodorante-Rexona-Women-x-90-gr-240x240.jpg,,100
Limpieza y Desinfección,Detergente Gigante Aloe x 750 cc.,Detergente Gigante Aloe x 750 cc.,1445.00,15,https://davelcor.com.ar/wp-content/uploads/2021/08/Detergente-Gigante-Aloe-x-750-cc-240x240.jpg,,100
Limpieza y Desinfección,Detergente Gigante Limon x 750 cc.,Detergente Gigante Limon x 750 cc.,1445.00,15,https://davelcor.com.ar/wp-content/uploads/2021/05/Detergente-Gigante-Limon-x-750-cc-240x240.jpg,,100
Limpieza y Desinfección,Detergente Magistral x 225 cc.,Detergente Magistral x 225 cc.,1990.00,21,https://davelcor.com.ar/wp-content/uploads/Detergente-Magistral-x-225-cc-240x240.jpg,,100
Gallletas - Discos de arroz y Tostadas,Discos de Arroz Rincon Integral con Sal x 100 gr.,Discos de Arroz Rincon Integral con Sal x 100 gr.,1065.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Discos-de-Arroz-Rincon-Integral-con-Sal-x-100-gr-240x240.jpg,,100
Gallletas - Discos de arroz y Tostadas,Discos de Arroz Rincon Integral Dulce x 100 gr.,Discos de Arroz Rincon Integral Dulce x 100 gr.,1065.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Discos-de-Arroz-Rincon-Integral-Dulce-x-100-gr-240x240.jpg,,100
Gallletas - Discos de arroz y Tostadas,Discos de Arroz Rincon Integral sin Sal  x 100 gr.,Discos de Arroz Rincon Integral sin Sal  x 100 gr.,1065.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Discos-de-Arroz-Rincon-Integral-sin-Sal-x-100-gr-240x240.jpg,,100
Golosinas,Ducrem Avellana x 1 Unid.,Ducrem Avellana x 1 Unid.,160.00,864,https://davelcor.com.ar/wp-content/uploads/Ducrem-Vainilla-Chocolate-x-10-gr-240x240.jpg,,100
Golosinas,Ducrem Ball Avellana x 1 Unid.,Ducrem Ball Avellana x 1 Unid.,435.00,324,https://davelcor.com.ar/wp-content/uploads/Ducrem-Ball-Avellana-x-1-Unid-240x240.jpg,,100
Golosinas,Ducrem Dip con cereal x 1 Unid.,Ducrem Dip con cereal x 1 Unid.,435.00,324,https://davelcor.com.ar/wp-content/uploads/Ducrem-Dip-con-cereal-x-1-Unid-240x240.jpg,,100
Golosinas,Ducrem Dip con Coloreti x 1 Unid.,Ducrem Dip con Coloreti x 1 Unid.,435.00,324,https://davelcor.com.ar/wp-content/uploads/Ducrem-Dip-con-Coloreti-x-1-Unid-240x240.jpg,,100
Golosinas,Ducrem Napolitano x 1 Unid.,Ducrem Napolitano x 1 Unid.,160.00,864,https://davelcor.com.ar/wp-content/uploads/Ducrem-Napolitano-x-1-Unid-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Batata Orieta x 5 Kg.,Dulce de Batata Orieta x 5 Kg.,12165.00,1,https://davelcor.com.ar/wp-content/uploads/2021/05/Dulce-de-Batata-Orieta-x-5-Kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Batata Orieta x 500 gr.,Dulce de Batata Orieta x 500 gr.,1400.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Dulce-Batata-Orieta-x-500-gr-240x240.jpg,,100
Mermeladas y Dulces,Dulce de leche ILolay x 200 gr.,Dulce de leche ILolay x 200 gr.,1545.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Dulce-de-Leche-Ilolay-x-200-gr-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Leche Ilolay x 400 gr.,Dulce de Leche Ilolay x 400 gr.,2850.00,24,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Leche-Ilolay-x-400-gr-2-1-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Membrillo 7 Dias x 2 Kg.,Dulce de Membrillo 7 Dias x 2 Kg.,5200.00,1,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Membrillo-7-Dias-x-2-Kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Membrillo 7 Dias x 5 Kg.,Dulce de Membrillo 7 Dias x 5 Kg.,14500.00,1,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Membrillo-7-Dias-x-5-Kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Membrillo De la Huerta x 2 Kg.,Dulce de Membrillo De la Huerta x 2 Kg.,5200.00,1,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Membrillo-De-la-Huerta-x-2-Kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Membrillo De la Huerta x 5 Kg.,Dulce de Membrillo De la Huerta x 5 Kg.,14500.00,1,https://davelcor.com.ar/wp-content/uploads/Dulce-de-Membrillo-De-la-Huerta-x-5-Kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de membrillo orieta (Lata) x 5 kg.,Dulce de membrillo orieta (Lata) x 5 kg.,16480.00,2,https://davelcor.com.ar/wp-content/uploads/Dulce-de-membrillo-orieta-Lata-x-5-kg-240x240.jpg,,100
Mermeladas y Dulces,Dulce de Membrillo Orieta x 500 gr.,Dulce de Membrillo Orieta x 500 gr.,1994.37,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Dulce-Membrillo-Orieta-x-500-gr-240x240.jpg,,100
Snacks,Dulcitas de Frutilla Cops x 700 gr.,Dulcitas de Frutilla Cops x 700 gr.,3100.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Dulcitas-de-Frutilla-Cops-x-700-gr-240x240.jpg,,100
Enlatados,Durazno en mitades Alcyone x 820 gr.,Durazno en mitades Alcyone x 820 gr.,2092.50,12,https://davelcor.com.ar/wp-content/uploads/Durazno-en-mitades-Alcyone-x-820-gr-240x240.jpg,,100
Infusiones,Edulcorante Cañuelas x 500 cc. – Clasico,Edulcorante Cañuelas x 500 cc. – Clasico,1950.00,6,https://davelcor.com.ar/wp-content/uploads/Edulcorante-Canuelas-x-500-ml.-Clasico-240x240.jpg,,100
Infusiones,Edulcorante Si Light x 500 cc.,Edulcorante Si Light x 500 cc.,1950.00,6,https://davelcor.com.ar/wp-content/uploads/Edulcorante-Si-Light-x-500-cc-240x240.jpg,,100
Infusiones,Edulcorante Si Light x 500 cc. – Stevia,Edulcorante Si Light x 500 cc. – Stevia,2245.00,6,https://davelcor.com.ar/wp-content/uploads/Edulcorante-Si-Light-x-500-cc.-Stevia-240x240.jpg,,100
Infusiones,Edulcorante Si Light x 600 cc.,Edulcorante Si Light x 600 cc.,2250.00,6,https://davelcor.com.ar/wp-content/uploads/Edulcorante-Si-Light-x-600-cc-240x240.jpg,,100
Infusiones,Edulcorante Si Light x 600 cc. – Stevia,Edulcorante Si Light x 600 cc. – Stevia,2400.00,6,https://davelcor.com.ar/wp-content/uploads/Edulcorante-Si-Light-x-600-cc.-Stevia-240x240.jpg,,100
Infusiones,Edulcorante Si-Diet x 200 cc.,Edulcorante Si-Diet x 200 cc.,1160.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Edulcorante-Si-Diet-x-200-cc-2-240x240.jpg,,100
Infusiones,Edulcorante Si-Diet x 500 cc.,Edulcorante Si-Diet x 500 cc.,2180.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Edulcorante-Si-Diet-x-500-cc-240x240.jpg,,100
Bazar y Hogar,Encendedor Cancun x 1 Unid.,Encendedor Cancun x 1 Unid.,210.00,1000,https://davelcor.com.ar/wp-content/uploads/Encendedor-Cancun-x-1-Unid-240x240.jpg,,100
Bebidas sin alcohol,Energizante Monster x 500 cc. Negro,Energizante Monster x 500 cc. Negro,2650.00,6,https://davelcor.com.ar/wp-content/uploads/Energizante-Monster-x-500-cc.-Negro-240x240.jpg,,100
Bebidas sin alcohol,Energizante Speed x 269 cc.,Energizante Speed x 269 cc.,1480.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Energizante-Speed-x-250-cc-240x240.jpg,,100
Bazar y Hogar,Ensaladera Flint x 1605 cc.,Ensaladera Flint x 1605 cc.,3400.00,12,https://davelcor.com.ar/wp-content/uploads/Ensaladera-Flint-x-1605-cc-240x240.jpg,,100
Bazar y Hogar,Escarbadientes Iberia x 1 Unid.,Escarbadientes Iberia x 1 Unid.,410.00,432,https://davelcor.com.ar/wp-content/uploads/Escarbadientes-Iberia-x-1-Unid-1-240x240.jpg,,100
Accesorios de Limpieza,Escoba Jupiter DEA x 1 Unid.,Escoba Jupiter DEA x 1 Unid.,3100.00,12,https://davelcor.com.ar/wp-content/uploads/Escoba-Jupiter-DEA-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Escobillon Saturno DEA (6 hileras) x 1 Unid.,Escobillon Saturno DEA (6 hileras) x 1 Unid.,5100.00,12,https://davelcor.com.ar/wp-content/uploads/Escobillon-Saturno-DEA-6-hileras-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Escobillon Urano DEA (4 hileras) x 1 Unid.,Escobillon Urano DEA (4 hileras) x 1 Unid.,3100.00,12,https://davelcor.com.ar/wp-content/uploads/Escobillon-Urano-DEA-4-hileras-x-1-Unid-240x240.jpg,,100
Aderezos y Condimentos Velez,Esencia de Vainilla Velez x 110 cc.,Esencia de Vainilla Velez x 110 cc.,1090.00,12,https://davelcor.com.ar/wp-content/uploads/Esencia-de-Vainilla-Velez-x-110-cc-240x240.jpg,,100
Aderezos y Condimentos Velez,Esencia de vainilla Velez x 28 cc.,Esencia de vainilla Velez x 28 cc.,650.00,12,https://davelcor.com.ar/wp-content/uploads/Esencia-de-Vainilla-Velez-x-28-cc-240x240.jpg,,100
Insecticidas,Espirales Eco x 10 Unid.,Espirales Eco x 10 Unid.,1690.00,60,https://davelcor.com.ar/wp-content/uploads/Espirales-Eco-x-10-Unid-240x240.jpg,,100
Accesorios de Limpieza,Esponja de Acero Gigante Seiko x 1 unid.,Esponja de Acero Gigante Seiko x 1 unid.,710.00,72,https://davelcor.com.ar/wp-content/uploads/Esponja-de-Acero-Gigante-Seiko-x-1-unid-240x240.jpg,,100
Accesorios de Limpieza,Esponja de Acero Seiko x 1 Unid.,Esponja de Acero Seiko x 1 Unid.,350.00,480,https://davelcor.com.ar/wp-content/uploads/2021/05/Esponja-de-Acero-Seiko-x-1-Unid-1-240x240.jpg,,100
Accesorios de Limpieza,Esponja de Bronce Seiko x 1 Unid.,Esponja de Bronce Seiko x 1 Unid.,510.00,480,https://davelcor.com.ar/wp-content/uploads/2021/05/Esponja-de-Bronce-Seiko-240x240.jpg,,100
Accesorios de Limpieza,Esponja Fibro lisa Batuque x 1 Unid.,Esponja Fibro lisa Batuque x 1 Unid.,360.00,240,https://davelcor.com.ar/wp-content/uploads/2021/05/esponja-fibro-liso-batuque-240x240.jpg,,100
Accesorios de Limpieza,Esponja salvauña Batuque x 1 Unid.,Esponja salvauña Batuque x 1 Unid.,450.00,240,https://davelcor.com.ar/wp-content/uploads/2021/05/Esponja-salvaunas-Batuque-x-1-Unid-240x240.jpg,,100
Bebidas con alcohol,Espumante Dada 7 x 750 cc. – Blanco dulce,Espumante Dada 7 x 750 cc. – Blanco dulce,6500.00,6,https://davelcor.com.ar/wp-content/uploads/Espumante-Dada-7-x-750-cc.-Blanco-dulce-240x240.jpg,,100
Bebidas con alcohol,Fernet Buhero Negro x 700 cc.,Fernet Buhero Negro x 700 cc.,9800.00,6,https://davelcor.com.ar/wp-content/uploads/Fernet-Buhero-Negro-x-700-cc-240x240.jpg,,100
