Categoria,Nombre_Producto,Descripcion,Precio_Mayorista,Tamano_Bulto,URL_Imagen,Precio_Minorista,Stock
Enlatados,Jardinera Inalpa x 300 gr.,Jardinera Inalpa x 300 gr.,770.00,24,https://davelcor.com.ar/wp-content/uploads/Jardinera-Inalpa-x-300-gr-240x240.jpg,,100
Jugos,Jugo de Naranja 100% exprimido Baggio x 1 Lt.,Jugo de Naranja 100% exprimido Baggio x 1 Lt.,2710.00,12,https://davelcor.com.ar/wp-content/uploads/Jugo-Baggio-100-exprimido-x-1-Lt.-Naranja-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 1 Lt. – Durazno,Jugo Pronto Baggio x 1 Lt. – Durazno,1650.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-1-Lt.-Durazno-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 1 Lt. – Manzana,Jugo Pronto Baggio x 1 Lt. – Manzana,1650.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-1-Lt.-Manzana--240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 1 Lt. – Multifruta,Jugo Pronto Baggio x 1 Lt. – Multifruta,1650.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-1-Lt.-Multifruta--240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 1 Lt. – Naranja,Jugo Pronto Baggio x 1 Lt. – Naranja,1650.00,8,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-1-Lt.-Naranja--240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 125 cc. – Durazno,Jugo Pronto Baggio x 125 cc. – Durazno,340.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-125-cc.-Durazno-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 125 cc. – Multifruta,Jugo Pronto Baggio x 125 cc. – Multifruta,340.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-125-cc.-Multifruta-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 200 cc. – Durazno,Jugo Pronto Baggio x 200 cc. – Durazno,490.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-200-cc.-Durazno-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 200 cc. – Manzana,Jugo Pronto Baggio x 200 cc. – Manzana,490.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-200-cc.-Manzana-240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 200 cc. – Multifruta,Jugo Pronto Baggio x 200 cc. – Multifruta,490.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-200-cc.-Multifruta--240x240.jpg,,100
Jugos Pronto,Jugo Pronto Baggio x 200 cc. – Naranja,Jugo Pronto Baggio x 200 cc. – Naranja,490.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Jugo-Pronto-Baggio-x-200-cc.-Naranja-240x240.jpg,,100
Jugos,Jugo Rinde Dos Anana-Piña x 18 gr. (10 sobres),Jugo Rinde Dos Anana-Piña x 18 gr. (10 sobres),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_anana_AR-240x240.png,,100
Jugos,Jugo Rinde Dos Frutilla x 18 gr. (10 sobre),Jugo Rinde Dos Frutilla x 18 gr. (10 sobre),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_frutilla_AR-240x240.png,,100
Jugos,Jugo Rinde Dos Limon x 18 gr. (10 sobres),Jugo Rinde Dos Limon x 18 gr. (10 sobres),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_limon_AR-240x240.png,,100
Jugos,Jugo Rinde Dos Manzana x 18 gr. (10 sobres),Jugo Rinde Dos Manzana x 18 gr. (10 sobres),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_manzana_AR-240x240.png,,100
Jugos,Jugo Rinde Dos Naranja x 18 gr. (10 sobres),Jugo Rinde Dos Naranja x 18 gr. (10 sobres),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_naranja_AR-240x240.png,,100
Jugos,Jugo Rinde Dos Pera x 18 gr. (10 sobres),Jugo Rinde Dos Pera x 18 gr. (10 sobres),495.00,240,https://davelcor.com.ar/wp-content/uploads/sobre_pera_AR-240x240.png,,100
Jugos,Jugos Pepito x 160 cc. – Durazno,Jugos Pepito x 160 cc. – Durazno,440.00,18,https://davelcor.com.ar/wp-content/uploads/Jugos-Pepito-x-160-cc.-Durazno-240x240.jpg,,100
Jugos,Jugos Pepito x 160 cc. – Multifruta,Jugos Pepito x 160 cc. – Multifruta,440.00,18,https://davelcor.com.ar/wp-content/uploads/Jugos-Pepito-x-160-cc.-Multifruta-240x240.jpg,,100
Jugos,Jugos Tang Multifruta x 18 gr.,Jugos Tang Multifruta x 18 gr.,390.00,240,https://davelcor.com.ar/wp-content/uploads/Jugos-Tang-Multifruta-x-18-gr-240x240.jpg,,100
Jugos,Jugos Tang Naranja Dulce x 18 gr.,Jugos Tang Naranja Dulce x 18 gr.,390.00,240,https://davelcor.com.ar/wp-content/uploads/Jugos-Tang-Naranja-Dulce-x-18-gr-240x240.jpg,,100
Jugos,Jugos Tang Naranja-Banana x 18 gr.,Jugos Tang Naranja-Banana x 18 gr.,390.00,240,https://davelcor.com.ar/wp-content/uploads/Jugos-Tang-Naranja-Banana-x-18-gr-240x240.jpg,,100
Jugos,Jugos Tang Naranja-Durazno x 18 gr.,Jugos Tang Naranja-Durazno x 18 gr.,390.00,240,https://davelcor.com.ar/wp-content/uploads/Jugos-Tang-Naranja-Durazno-x-18-gr-240x240.jpg,,100
Electricidad e Iluminación,Lampara Led Fria Tacoma 12W,Lampara Led Fria Tacoma 12W,920.00,20,https://davelcor.com.ar/wp-content/uploads/Lampara-Led-Fria-Tacoma-12W-240x240.jpg,,100
Electricidad e Iluminación,Lampara Led Fria Tacoma 15W,Lampara Led Fria Tacoma 15W,1090.00,20,https://davelcor.com.ar/wp-content/uploads/Lampara-Led-Fria-Tacoma-15W-240x240.jpg,,100
Electricidad e Iluminación,Lampara Led Fria Tacoma 9W,Lampara Led Fria Tacoma 9W,750.00,20,https://davelcor.com.ar/wp-content/uploads/Lampara-Led-Fria-Tacoma-9W-240x240.jpg,,100
Accesorios de Limpieza,Lana de acero Batuque x 10 Unid.,Lana de acero Batuque x 10 Unid.,650.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Lana-de-acero-Batuque-x-10-Unid-240x240.jpg,,100
Librería y Cotillon,Lapicera Bic Cristal  x 1 Unid. – Negro,Lapicera Bic Cristal  x 1 Unid. – Negro,820.00,1200,https://davelcor.com.ar/wp-content/uploads/Lapiceras-Bic-Cristal-x-1-Unid.-Negro-240x240.jpg,,100
Librería y Cotillon,Lapicera Bic x 1 Unid. – Negro,Lapicera Bic x 1 Unid. – Negro,680.00,1200,https://davelcor.com.ar/wp-content/uploads/Lapiceras-Bic-x-1-Unid.-Negro-240x240.jpg,,100
Limpieza y Desinfección,Lavandina Ayudin x 1 Lt.,Lavandina Ayudin x 1 Lt.,1095.00,15,https://davelcor.com.ar/wp-content/uploads/2021/05/lavandina-ayudin-x-1-Lt.-240x240.jpg,,100
Lacteos,Leche Chocolatada Ilolay x 1 Lt.,Leche Chocolatada Ilolay x 1 Lt.,2750.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Leche-Chocolatada-Ilolay-x-1000-cc-240x240.jpg,,100
Lacteos,Leche Chocolatada Shake x 200 cc.,Leche Chocolatada Shake x 200 cc.,595.00,18,https://davelcor.com.ar/wp-content/uploads/2021/05/Leche-chocolatada-shake-x-200-cc-240x240.jpg,,100
Lacteos,Leche en polvo Maxima x 800 gr.,Leche en polvo Maxima x 800 gr.,5300.00,16,https://davelcor.com.ar/wp-content/uploads/Leche-en-polvo-Maxima-x-800-gr-240x240.jpg,,100
Lacteos,Leche Ilolay larga vida Descremada x 1 Lt.,Leche Ilolay larga vida Descremada x 1 Lt.,2250.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Leche-descr-larga-vida-Ilolay-x-1-Lt-240x240.jpg,,100
Lacteos,Leche Ilolay larga vida Entera x 1 Lt.,Leche Ilolay larga vida Entera x 1 Lt.,2250.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Leche-entera-larga-vida-Ilolay-x-1-Lt-240x240.jpg,,100
Lacteos,Leche larga vida Latte Baggio x 200 cc. – Entera,Leche larga vida Latte Baggio x 200 cc. – Entera,395.00,18,https://davelcor.com.ar/wp-content/uploads/Leche-Latte-Baggio-entera-x-200-cc-240x240.jpg,,100
Golosinas,Lengüetazo Tutty-fruti x 1 Unid.,Lengüetazo Tutty-fruti x 1 Unid.,225.00,576,https://davelcor.com.ar/wp-content/uploads/Lenguetazo-Tutty-fruti-x-1-Unid-240x240.jpg,,100
Enlatados,Lentejas en lata Inalpa x 300 gr.,Lentejas en lata Inalpa x 300 gr.,880.00,24,https://davelcor.com.ar/wp-content/uploads/Lenteja-en-lata-Inalpa-x-300-gr-240x240.jpg,,100
Legumbres / Cereales,Lentejas Trofy x 400 gr.,Lentejas Trofy x 400 gr.,890.00,10,https://davelcor.com.ar/wp-content/uploads/Lenteja-Trofy-x-400-gr-240x240.jpg,,100
Legumbres / Cereales,Lentejas Verizzia x 400 gr.,Lentejas Verizzia x 400 gr.,1050.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/lentejas-verizzia-x-400-gr-240x240.jpg,,100
Reposteria y Postres,Levadura en polvo Levex x 10 gr.,Levadura en polvo Levex x 10 gr.,560.00,50,https://davelcor.com.ar/wp-content/uploads/2021/05/Levadura-en-polvo-Levex-x-10-gr-240x240.jpg,,100
Bebidas con alcohol,Licor Cafe al Cogñac La Triestina x 750 cc.,Licor Cafe al Cogñac La Triestina x 750 cc.,4250.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-cafe-al-cognac-La-Triestina-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Licor Chocolate La Triestina x 750 cc.,Licor Chocolate La Triestina x 750 cc.,4875.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Chocolate-La-Triestina-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Licor Dulce de leche La Triestina x 750 cc.,Licor Dulce de leche La Triestina x 750 cc.,4875.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Dulce-de-leche-La-Triestina-x-750-cc-240x240.jpg,,100
Bebidas con alcohol,Licor Frutilla La Triestina x 750 cc.,Licor Frutilla La Triestina x 750 cc.,4250.00,6,https://davelcor.com.ar/wp-content/uploads/2021/05/Licor-Frutilla-La-Triestina-x-750-cc--240x240.jpg,,100
Limpieza y Desinfección,Limpiador Cocina doy pack Ayudin x 450 cc.,Limpiador Cocina doy pack Ayudin x 450 cc.,1650.00,16,https://davelcor.com.ar/wp-content/uploads/Limpiador-Cocina-doy-pack-Ayudin-x-450-cc-240x240.jpg,,100
Limpieza y Desinfección,Limpiador Liquido Gigante x 900 cc.,Limpiador Liquido Gigante x 900 cc.,1520.00,15,https://davelcor.com.ar/wp-content/uploads/2021/05/Limpiador-Liq.-Gigante-x-900-cc-240x240.jpg,,100
Limpieza y Desinfección,Limpiador Liquido Poett x 900 cc.,Limpiador Liquido Poett x 900 cc.,1659.15,12,https://davelcor.com.ar/wp-content/uploads/Limpiador-Liquido-Poett-x-900-cc-240x240.jpg,,100
Limpieza y Desinfección,Limpiador p/Baños doy pack Gigante x 500 cc.,Limpiador p/Baños doy pack Gigante x 500 cc.,1250.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Limpiador-para-Banos-doy-pack-Gigante-x-500-cc-240x240.jpg,,100
Snacks,Lluvia de Papas Cops x 500 gr.,Lluvia de Papas Cops x 500 gr.,6020.00,15,https://davelcor.com.ar/wp-content/uploads/Lluvia-de-Papas-Cops-x-500-gr-240x240.jpg,,100
Limpieza y Desinfección,Lustramueble Blem x 360 cc.,Lustramueble Blem x 360 cc.,4950.00,12,https://davelcor.com.ar/wp-content/uploads/Lustramueble-Blem-x-360-cc-240x240.jpg,,100
Galletas,Madalenas Dulce Mama Dulce de Leche x 200 gr.,Madalenas Dulce Mama Dulce de Leche x 200 gr.,1290.00,10,https://davelcor.com.ar/wp-content/uploads/Madalenas-Dulce-Mama-Dulce-de-Leche-x-200-gr-240x240.jpg,,100
Galletas,Madalenas Dulce Mama Vainilla x 200 gr.,Madalenas Dulce Mama Vainilla x 200 gr.,1290.00,10,https://davelcor.com.ar/wp-content/uploads/Madalenas-Dulce-Mama-Vainilla-x-200-gr.--240x240.jpg,,100
Legumbres / Cereales,Maiz pisado Blanco Trofy x 400 gr.,Maiz pisado Blanco Trofy x 400 gr.,650.00,10,https://davelcor.com.ar/wp-content/uploads/Maiz-pisado-Blanco-Trofy-x-400-gr-240x240.jpg,,100
Legumbres / Cereales,Maiz Pisingallo Sytari x 500 gr.,Maiz Pisingallo Sytari x 500 gr.,550.00,10,https://davelcor.com.ar/wp-content/uploads/Maiz-Pisingallo-Sytari-x-500-gr-240x240.jpg,,100
Legumbres / Cereales,Maiz Pisingallo Verizzia x 400 gr.,Maiz Pisingallo Verizzia x 400 gr.,550.00,12,https://davelcor.com.ar/wp-content/uploads/Maiz-Pisingallo-Verizzia-x-400-gr-240x240.jpg,,100
Snacks,Mani Saborizados Cops x 1 Kg.,Mani Saborizados Cops x 1 Kg.,5800.00,10,https://davelcor.com.ar/wp-content/uploads/Mani-Saborizados-Cops-x-1-Kg-240x240.jpg,,100
Snacks,Mani salado Cops x 1 Kg.,Mani salado Cops x 1 Kg.,5900.00,10,https://davelcor.com.ar/wp-content/uploads/Mani-salado-Cops-x-1-Kg-2-240x240.jpg,,100
Snacks,Mani Salado Mister Mani x 1 Kg.,Mani Salado Mister Mani x 1 Kg.,3000.00,20,https://davelcor.com.ar/wp-content/uploads/Mani-Salado-Mister-Mani-x-1-Kg-240x240.jpg,,100
Golosinas,Marsmallows Gongys x 200 gr.,Marsmallows Gongys x 200 gr.,1990.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Marsmallows-Gongys-x-200-gr-240x240.jpg,,100
Golosinas,Marsmallows Mini Gongys x 28 gr.,Marsmallows Mini Gongys x 28 gr.,350.00,48,https://davelcor.com.ar/wp-content/uploads/2021/05/Marsmallows-Mini-Gongys-x-28-gr-240x240.jpg,,100
Golosinas,Masticables Animal Cremy x 500 gr.,Masticables Animal Cremy x 500 gr.,4950.00,12,https://davelcor.com.ar/wp-content/uploads/Masticables-Animal-Cremy-x-500-gr-240x240.jpg,,100
Golosinas,Masticables Billiken x 600 gr.,Masticables Billiken x 600 gr.,4600.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Masticables-Billiken-x-200-unid-240x240.jpg,,100
Golosinas,Masticables Bull Dog x 700 gr.,Masticables Bull Dog x 700 gr.,5100.00,12,https://davelcor.com.ar/wp-content/uploads/Masticable-Bull-Dog-x-700-gr-240x240.jpg,,100
Golosinas,Masticables Circus Open x 100 Unid.,Masticables Circus Open x 100 Unid.,2230.00,30,https://davelcor.com.ar/wp-content/uploads/Masticables-Circus-Open-x-100-Unid-240x240.jpg,,100
Golosinas,Masticables Misky x 800 gr.,Masticables Misky x 800 gr.,6160.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Masticables-Surtidos-Misky-x-800-gr-240x240.jpg,,100
Infusiones,Mate cocido Velez x 25 Saq.,Mate cocido Velez x 25 Saq.,855.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Mate-cocido-Velez-x-25-saq-240x240.jpg,,100
Aderezos y Condimentos,Mayonesa Hellmann´s x 125 cc.,Mayonesa Hellmann´s x 125 cc.,740.00,20,https://davelcor.com.ar/wp-content/uploads/2021/05/Mayonesa-Hellmann´s-x-125-gr-240x240.jpg,,100
Aderezos y Condimentos,Mayonesa Hellmann´s x 250 cc.,Mayonesa Hellmann´s x 250 cc.,1420.00,24,https://davelcor.com.ar/wp-content/uploads/Mayonesa-Hellmann´s-x-250-cc-240x240.jpg,,100
Golosinas,Mentitas Frutal x 26 gr.,Mentitas Frutal x 26 gr.,380.00,144,https://davelcor.com.ar/wp-content/uploads/Mentitas-Frutal-x-26-gr-240x240.jpg,,100
Golosinas,Mentitas menta x 26 gr.,Mentitas menta x 26 gr.,380.00,144,https://davelcor.com.ar/wp-content/uploads/Mentitas-menta-x-26-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De la Huerta Ciruela x 454 gr.,Mermelada De la Huerta Ciruela x 454 gr.,1895.00,6,https://davelcor.com.ar/wp-content/uploads/Mermelada-De-la-Huerta-Ciruela-x-454-gr.-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De la Huerta Damasco x 454 gr.,Mermelada De la Huerta Damasco x 454 gr.,1250.00,6,https://davelcor.com.ar/wp-content/uploads/Mermelada-De-la-Huerta-Damasco-x-454-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De la Huerta Durazno x 454 gr.,Mermelada De la Huerta Durazno x 454 gr.,1895.00,6,https://davelcor.com.ar/wp-content/uploads/2022/04/Mermelada-De-la-Huerta-Durazno-x-454-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De La Huerta MixFrutal x 454 gr.,Mermelada De La Huerta MixFrutal x 454 gr.,1895.00,6,https://davelcor.com.ar/wp-content/uploads/2022/04/Mermelada-De-La-Huerta-MixFrutal-x-454-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De La Huerta Multifrutal x 454 gr.,Mermelada De La Huerta Multifrutal x 454 gr.,1250.00,6,https://davelcor.com.ar/wp-content/uploads/Mermelada-De-La-Huerta-Multifrutal-x-454-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada De la Huerta Naranja x 454 gr.,Mermelada De la Huerta Naranja x 454 gr.,1895.00,6,https://davelcor.com.ar/wp-content/uploads/Mermelada-De-la-Huerta-Naranja-x-454-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada Orieta x 500 gr. – Ciruela,Mermelada Orieta x 500 gr. – Ciruela,1470.00,12,https://davelcor.com.ar/wp-content/uploads/2022/02/Mermelada-Orieta-x-500-gr.-Ciruela-240x240.jpg,,100
Mermeladas y Dulces,Mermelada Orieta x 500 gr. – Damasco,Mermelada Orieta x 500 gr. – Damasco,1470.00,12,https://davelcor.com.ar/wp-content/uploads/2022/02/Mermelada-Orieta-x-500-gr.-Damasco-240x240.jpg,,100
Mermeladas y Dulces,Mermelada Orieta x 500 gr. – Durazno,Mermelada Orieta x 500 gr. – Durazno,1470.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Mermelada-Durazno-Orieta-x-500-gr-240x240.jpg,,100
Mermeladas y Dulces,Mermelada Orieta x 500 gr. – Frutilla,Mermelada Orieta x 500 gr. – Frutilla,1710.00,12,https://davelcor.com.ar/wp-content/uploads/Mermelada-Orieta-x-500-gr.-Frutilla--240x240.jpg,,100
Mermeladas y Dulces,Mermelada Orieta x 500 gr. – Naranja,Mermelada Orieta x 500 gr. – Naranja,1470.00,12,https://davelcor.com.ar/wp-content/uploads/2022/02/Mermelada-Orieta-x-500-gr.-Naranja-240x240.jpg,,100
Mermeladas y Dulces,Miel y jarabe de glucosa Orieta x 250 gr.,Miel y jarabe de glucosa Orieta x 250 gr.,1050.00,24,https://davelcor.com.ar/wp-content/uploads/Miel-y-jarabe-de-glucosa-Orieta-x-250-gr-240x240.jpg,,100
Golosinas,Monedas Piratas FelFort x 1 Unid.,Monedas Piratas FelFort x 1 Unid.,430.00,1440,https://davelcor.com.ar/wp-content/uploads/Monedas-Piratas-FelFort-x-1-Unid-240x240.jpg,,100
Aderezos y Condimentos,Mostaza Savora Original x 60 gr.,Mostaza Savora Original x 60 gr.,720.00,30,https://davelcor.com.ar/wp-content/uploads/Mostaza-Savora-Original-x-60-gr-240x240.jpg,,100
Snacks,Nachos Quento x 90 gr. – Guacamole,Nachos Quento x 90 gr. – Guacamole,1890.00,22,https://davelcor.com.ar/wp-content/uploads/Nachos-Quento-x-90-gr.-Guacamole-240x240.jpg,,100
Snacks,Nachos Quento x 90 gr. – Queso,Nachos Quento x 90 gr. – Queso,1890.00,22,https://davelcor.com.ar/wp-content/uploads/Nachos-Quento-x-90-gr.-Queso-240x240.jpg,,100
Aderezos y Condimentos Velez,Nuez Moscada Ent. Velez x 2 Unid.,Nuez Moscada Ent. Velez x 2 Unid.,980.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Nuez-Moscada-Ent.-Velez-x-2-Unid-240x240.jpg,,100
Aderezos y Condimentos Velez,Nuez Moscada molida Velez x 25 gr.,Nuez Moscada molida Velez x 25 gr.,1480.00,10,https://davelcor.com.ar/wp-content/uploads/2021/06/Nuez-Moscada-molida-Velez-x-25-gr-240x240.jpg,,100
Golosinas,Oblea choco con mani Smack x 33 gr.,Oblea choco con mani Smack x 33 gr.,260.00,48,https://davelcor.com.ar/wp-content/uploads/2022/02/Oblea-choco-con-mani-Smack-x-33-gr-240x240.jpg,,100
Galletas,Obleas Oblita x 50 gr. – Frutilla,Obleas Oblita x 50 gr. – Frutilla,370.00,48,https://davelcor.com.ar/wp-content/uploads/Obleas-Oblita-x-50-gr.-Frutilla-240x240.jpg,,100
Galletas,Obleas Oblita x 50 gr. – Vainilla,Obleas Oblita x 50 gr. – Vainilla,370.00,48,https://davelcor.com.ar/wp-content/uploads/Obleas-Oblita-x-50-gr.-Vainilla-240x240.jpg,,100
Aderezos y Condimentos Velez,Oregano Velez x 25 gr.,Oregano Velez x 25 gr.,761.20,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Oregano-Velez-x-25-gr-240x240.jpg,,100
Legumbres / Cereales,Ositos de avena y miel Lasfor x 2 Kg.,Ositos de avena y miel Lasfor x 2 Kg.,10500.00,5,https://davelcor.com.ar/wp-content/uploads/Ositos-de-avena-y-miel-Lasfor-x-2-Kg-240x240.jpg,,100
Snacks,Palitos Cops x 1 Kg.,Palitos Cops x 1 Kg.,4890.00,10,https://davelcor.com.ar/wp-content/uploads/2021/05/Palitos-Cops-x-1-Kg-240x240.jpg,,100
Enlatados,Palmito en trozos Bahia x 400 gr.,Palmito en trozos Bahia x 400 gr.,1890.00,24,https://davelcor.com.ar/wp-content/uploads/2021/05/Palmito-en-trozos-Bahia-x-400-gr-2-240x240.jpg,,100
Reposteria y Postres,Pan Rallado Integral Pureza x 350 gr.,Pan Rallado Integral Pureza x 350 gr.,1310.00,12,https://davelcor.com.ar/wp-content/uploads/Pan-Rallado-Integral-Pureza-x-350-gr-240x240.jpg,,100
Higiene Personal,Pañales Huggies Classic x 8 unid. – G,Pañales Huggies Classic x 8 unid. – G,3100.00,12,https://davelcor.com.ar/wp-content/uploads/2021/05/Panales-G-Huggies-x-8-Unid-240x240.jpg,,100
Accesorios de Limpieza,Paño multiuso Batuque x 1 Unid.,Paño multiuso Batuque x 1 Unid.,700.00,40,https://davelcor.com.ar/wp-content/uploads/2021/05/Pano-multiuso-Batuque-x-1-Unid-240x240.jpg,,100
Accesorios de Limpieza,Paño para piso Batuque x 1 unid.,Paño para piso Batuque x 1 unid.,1330.00,25,https://davelcor.com.ar/wp-content/uploads/Pano-para-piso-Batuque-x-1-unid-240x240.jpg,,100
Snacks,Papas Cops x 800 gr.,Papas Cops x 800 gr.,9200.00,10,https://davelcor.com.ar/wp-content/uploads/Papas-Cops-x-800-gr-240x240.jpg,,100
Snacks,Papas Quento x 100 gr. – Clasicas,Papas Quento x 100 gr. – Clasicas,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-100-gr.-Clasicas-240x240.jpg,,100
Snacks,Papas Quento x 100 gr. – Mix,Papas Quento x 100 gr. – Mix,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-100-gr.-Mix-240x240.jpg,,100
Snacks,Papas Quento x 100 gr. – Ondulada,Papas Quento x 100 gr. – Ondulada,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-100-gr.-Ondulada-240x240.jpg,,100
Snacks,Papas Quento x 110 gr. – Pay,Papas Quento x 110 gr. – Pay,1890.00,27,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-110-gr.-Pay-240x240.jpg,,100
Snacks,Papas Quento x 45 gr. – Cheddar,Papas Quento x 45 gr. – Cheddar,1000.00,54,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-45-gr.-Cheddar-240x240.jpg,,100
Snacks,Papas Quento x 45 gr. – Ciboulette,Papas Quento x 45 gr. – Ciboulette,1000.00,54,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-45-gr.-Ciboulette-240x240.jpg,,100
Snacks,Papas Quento x 45 gr. – Jamon serrano,Papas Quento x 45 gr. – Jamon serrano,1000.00,54,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-45-gr.-Jamon-serrano-240x240.jpg,,100
Snacks,Papas Quento x 45 gr. – Ketchup,Papas Quento x 45 gr. – Ketchup,1000.00,54,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-45-gr.-Ketchup-240x240.jpg,,100
Snacks,Papas Quento x 70 gr. – Picantes,Papas Quento x 70 gr. – Picantes,1890.00,22,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-70-gr.-Picantes-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Asado,Papas Quento x 90 gr. – Asado,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Asado-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Barbacoa,Papas Quento x 90 gr. – Barbacoa,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Barbacoa-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Cheddar,Papas Quento x 90 gr. – Cheddar,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Cheddar-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Jamon Serrano,Papas Quento x 90 gr. – Jamon Serrano,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Jamon-Serrano-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Ketchup,Papas Quento x 90 gr. – Ketchup,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Ketchup-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Limon,Papas Quento x 90 gr. – Limon,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Limon-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Mostaza,Papas Quento x 90 gr. – Mostaza,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Mostaza-240x240.jpg,,100
Snacks,Papas Quento x 90 gr. – Salame,Papas Quento x 90 gr. – Salame,1890.00,18,https://davelcor.com.ar/wp-content/uploads/Papas-Quento-x-90-gr.-Salame-240x240.jpg,,100
Papeles y Rollos,Papel Higienico Campanita x 4 Unid.,Papel Higienico Campanita x 4 Unid.,920.00,12,https://davelcor.com.ar/wp-content/uploads/Papel-Higienico-Campanita-x-4-Unid-240x240.png,,100
Papeles y Rollos,Papel Higienico Cautiva natural x 4 Unid.,Papel Higienico Cautiva natural x 4 Unid.,1065.00,12,https://davelcor.com.ar/wp-content/uploads/Papel-Higienico-Cautiva-natural-x-4-Unid-240x240.jpg,,100
